1 13383 856 0 1 0 1 1 1 0 0 1 0 1 1 1 1 1 0.00049737
2 16649 919 1 1 1 0 1 1 1 1 1 0 0 1 0 1 1 0.000284803
3 16292 1267 0 0 0 1 1 1 0 1 1 1 1 1 1 0 1 0.000643307
4 7638 280 0 1 0 1 1 0 0 0 0 0 1 0 1 0 0 0.000388267
5 18175 1642 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 7.7483e-05
6 4823 213 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0.000194827
7 19142 1325 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 0.000189358
8 20554 1643 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0.000133254
9 19936 1711 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0.000174567
10 18198 1828 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0.000122173
11 7079 450 1 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0.000560778
12 11960 827 1 1 0 0 1 1 0 1 0 0 1 1 1 0 0 0.000961374
13 17760 1280 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 0.000283363
14 14958 1065 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 0.000319364
15 633 9 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 9.9455e-05
16 13365 1183 1 1 1 0 1 1 1 0 0 0 1 0 1 0 1 0.000459305
17 6084 269 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0.000258117
18 13735 1266 1 0 0 1 1 1 1 0 1 1 0 1 0 0 1 0.000468828
19 18478 1442 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 8.8431e-05
20 18705 1491 1 0 1 1 1 1 1 0 0 1 1 1 1 1 0 0.000252711
21 18689 1469 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0.000113419
22 12365 458 0 1 1 0 0 1 1 1 0 0 1 1 0 0 1 0.001189797
23 16774 871 0 1 1 1 0 0 1 1 1 1 1 0 1 1 0 0.00039309
24 14864 922 1 1 1 1 0 1 1 1 1 0 0 1 0 0 1 0.000273895
25 13565 867 0 1 1 0 1 0 1 1 1 0 1 0 1 0 1 0.000583562
26 14756 552 1 0 1 0 0 1 0 0 1 1 1 1 1 1 1 0.000314129
27 10468 431 1 1 0 0 0 1 0 1 1 0 1 0 0 0 1 0.000639146
28 15738 1495 1 0 1 1 1 1 1 1 1 0 1 1 1 0 0 0.000244118
29 19972 1085 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 0.000180664
30 16148 1603 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 0.000169384
31 16020 1340 1 1 1 0 1 1 0 1 1 1 1 1 1 0 0 0.00024107
32 10617 405 0 0 0 1 0 0 0 0 1 0 1 0 1 1 1 0.000322557
33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.3106e-05
34 17001 688 1 0 0 0 1 1 1 0 1 1 1 1 0 0 0 0.000811226
35 14872 659 0 0 1 0 0 1 1 1 1 0 0 1 1 1 1 0.000647496
36 10645 274 0 1 1 0 1 0 0 0 0 0 0 1 1 0 0 0.000292517
37 15789 782 0 1 0 1 0 0 1 1 0 1 1 0 1 1 1 0.000547349
38 8049 113 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0.000216832
39 10259 490 1 1 1 0 0 0 0 1 1 1 0 0 0 1 0 0.000954653
40 18306 1229 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 0.000535212
41 17431 1411 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0.000110258
42 9945 400 1 1 0 0 0 1 1 0 0 0 0 0 1 0 1 0.000669821
43 17653 1584 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 5.5095e-05
44 9670 650 0 0 0 0 0 0 0 1 1 0 0 1 1 1 0 0.000834355
45 9343 653 0 0 0 0 1 0 1 0 1 1 0 1 1 0 0 0.000996796
46 14049 1839 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0.000150138
47 20707 1218 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.000111015
48 5814 236 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0.000219224
49 16613 995 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 0.000762029
50 14306 1308 1 0 1 1 0 1 1 0 1 0 1 1 0 0 1 0.00040592
51 19732 1220 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0.000219872
52 12958 907 1 1 0 0 1 0 0 1 0 1 1 0 0 1 1 0.00089094
53 12993 828 1 1 0 1 1 0 0 1 0 1 0 1 1 0 1 0.000429969
54 11330 543 0 0 1 0 0 1 0 0 0 1 1 1 0 0 1 0.000772069
55 17675 1120 1 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0.000205607
56 16362 944 1 1 0 1 0 0 1 0 1 1 1 1 0 1 0 0.000424958
57 13005 1175 0 1 1 0 1 1 1 1 1 0 1 0 0 1 1 0.000549172
58 1926 175 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.000200615
59 2000 6 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 4.8482e-05
60 9365 592 1 0 0 1 0 1 0 1 0 0 0 1 0 1 0 0.000639737
61 15023 1374 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0.000153769
62 21688 1534 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0.000110593
63 7478 471 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0.000401673
64 11989 1126 0 0 1 0 1 1 0 1 0 1 1 0 1 0 1 0.000357872
65 12577 715 0 0 1 1 1 0 0 1 1 1 1 0 0 1 1 0.000728563
66 4845 104 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0.000197844
67 11439 827 0 1 1 1 0 0 1 0 0 1 0 0 1 0 1 0.000701498
68 15565 1054 1 1 1 1 0 0 0 1 0 1 1 0 1 0 0 0.000801284
69 9301 502 1 0 0 0 0 1 1 0 1 1 0 0 1 0 0 0.001001195
70 15262 1259 1 1 1 1 1 0 1 1 1 0 1 0 0 0 1 0.000449055
71 10735 650 1 0 1 1 0 0 0 0 1 1 0 0 0 1 1 0.000453493
72 14892 1177 1 0 1 1 1 1 0 0 1 1 0 1 1 0 1 0.000546275
73 12029 736 1 0 0 1 0 0 0 1 1 0 1 1 1 1 0 0.000779581
74 8464 374 1 0 0 0 0 1 1 0 0 0 1 1 0 1 0 0.000436867
75 8363 219 1 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0.000417896
76 19868 1159 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 0.000182556
77 4268 156 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0.0001704
78 17700 1592 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 8.5257e-05
79 17520 1879 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0.000147155
80 9776 407 0 0 1 0 0 0 0 1 1 1 1 0 0 0 1 0.000550936
81 16423 1439 1 1 1 1 0 1 0 1 1 1 0 0 1 1 1 0.00019121
82 19080 1242 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0.000179506
83 19264 1570 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0.000180783
84 17301 1151 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 9.9561e-05
85 6301 227 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0.000469805
86 4736 180 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0.000138039
87 10517 383 1 1 0 0 1 0 1 0 0 1 0 1 0 1 0 0.000617807
88 18643 1411 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0.000193285
89 17542 1779 1 1 0 1 1 1 0 1 0 1 1 1 0 1 1 0.000183364
90 12066 355 1 0 1 0 1 0 1 0 0 0 0 1 1 0 0 0.000412051
91 8185 253 1 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0.000278472
92 15257 2036 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0.000102375
93 8584 220 0 1 0 0 0 1 0 0 0 1 0 1 1 0 1 0.000170485
94 14760 643 0 0 0 1 1 1 1 1 0 1 1 0 1 1 1 0.000615326
95 18470 1192 1 1 1 1 0 0 0 1 0 1 1 1 1 0 1 0.000450056
96 15726 968 1 1 1 1 0 1 1 0 0 1 1 0 1 0 1 0.001029026
97 6817 357 0 0 1 0 0 1 1 0 0 0 0 0 1 1 1 0.000236822
98 9800 605 1 0 1 0 0 1 0 0 1 0 1 0 1 0 0 0.000634537
