1 5370 262 0 1 0 1 0 1 0 0 1 0 0.000494673
2 1357 101 0 0 0 0 0 0 0 0 0 1 0.000358341
3 11231 1236 1 1 1 1 1 0 1 1 1 1 0.000682924
4 14190 780 1 1 1 0 1 1 1 1 1 1 0.000467446
5 11668 883 1 1 0 1 1 0 1 0 0 1 0.000452003
6 9749 732 1 1 0 1 1 0 1 0 1 1 0.000447906
7 10641 804 1 1 1 1 0 0 1 1 1 1 0.000399492
8 12243 626 0 1 0 1 1 0 0 1 1 1 0.000513401
9 5321 184 1 0 0 0 0 0 1 1 0 0 0.000525614
10 9767 882 1 0 1 1 1 0 0 0 1 1 0.000547191
11 5011 416 1 1 0 0 0 0 0 1 0 1 0.000450506
12 7154 166 1 0 0 1 1 0 0 0 0 1 0.000616312
13 8706 552 0 0 1 1 1 0 1 0 1 0 0.000456635
14 11262 879 1 0 1 1 0 0 1 1 0 1 0.000545903
15 6284 161 0 0 0 0 0 0 1 1 1 0 0.000399237
16 3226 62 1 0 1 0 0 0 0 0 0 1 0.000572995
17 11760 715 1 1 1 1 1 1 1 0 1 1 0.000417012
18 7397 519 0 0 1 1 1 0 0 1 0 0 0.000473497
19 7761 412 0 1 1 0 0 1 0 1 0 1 0.00043048
20 10479 1158 1 1 1 1 1 1 0 1 1 1 0.000627458
21 2483 65 0 0 0 0 0 0 0 0 1 0 0.000985072
22 9386 245 1 0 1 0 1 0 1 0 1 1 0.000462588
23 10754 240 0 1 1 0 0 1 1 0 1 1 0.000467319
24 11300 699 0 1 0 1 0 1 1 1 1 1 0.000407502
25 10016 952 0 1 1 0 1 1 1 0 1 1 0.000487388
26 10721 1006 0 1 1 0 1 1 1 0 0 1 0.00047269
27 5123 101 0 1 0 1 0 0 0 0 1 0 0.000449584
28 2245 43 0 0 0 0 0 0 0 0 0 1 0.000486893
29 14648 955 1 1 1 0 1 0 1 1 1 1 0.000661537
30 13409 905 1 1 1 1 1 0 1 1 0 1 0.000462856
31 11287 916 1 1 0 1 1 1 1 1 1 1 0.000700811
32 5418 117 1 0 1 0 0 0 1 1 0 0 0.000419079
33 13027 1199 1 1 1 1 1 1 1 1 1 0 0.000438055
34 8835 982 0 1 0 1 1 1 0 0 1 1 0.000482492
35 8493 684 0 1 0 1 1 1 0 0 1 1 0.000456451
36 3186 87 0 0 0 0 0 0 0 1 0 1 0.000550391
37 10424 675 1 1 1 0 1 0 1 0 0 0 0.000435512
38 6494 259 0 1 0 1 0 0 0 1 1 1 0.000501894
39 7330 1026 1 0 1 1 1 1 1 1 0 1 0.000481072
40 5518 493 0 0 1 1 1 0 0 0 0 0 0.000360945
41 5151 183 1 1 1 0 0 0 0 0 1 0 0.000488532
42 6460 582 1 0 0 1 1 1 0 0 0 0 0.000578138
43 9728 484 0 1 1 1 1 1 1 0 0 1 0.000436743
44 10479 759 1 0 1 0 1 1 0 1 0 1 0.000693663
45 9939 418 1 1 1 1 1 0 0 1 0 0 0.000343913
46 13003 799 1 1 1 0 0 1 1 1 0 1 0.000619394
47 11774 847 0 1 1 1 1 1 1 0 1 1 0.000402401
48 7515 210 1 1 1 0 0 0 0 0 1 0 0.000491237
49 4577 157 0 1 0 0 0 0 0 0 0 1 0.000961972
50 16793 760 0 1 1 1 0 1 1 1 1 1 0.000740573
51 4380 154 0 1 0 0 1 0 0 1 0 0 0.000448178
52 12044 947 1 1 1 0 1 1 1 1 1 1 0.000469036
53 8185 301 0 0 0 1 1 1 1 0 0 0 0.000424871
54 3487 62 0 1 0 0 0 0 1 0 0 0 0.000465338
55 10222 391 1 1 0 1 1 1 0 0 0 0 0.000396328
56 11464 896 1 1 1 1 0 1 1 0 1 0 0.000437938
57 8685 406 0 1 1 1 0 0 1 0 1 1 0.000463118
58 14732 1117 1 1 1 1 1 0 1 1 1 1 0.00041664
59 10774 675 1 1 1 1 1 0 0 1 1 0 0.000474242
60 10648 1182 1 1 1 0 1 1 1 1 1 1 0.000500518
61 0 0 0 0 0 0 0 0 0 0 0 0 0.00034248
62 6576 284 1 1 0 0 1 0 0 1 0 1 0.000417151
63 11649 619 1 1 1 0 1 0 1 1 1 1 0.000388967
64 8898 913 1 1 1 1 1 0 0 1 1 1 0.000490219
65 11763 1157 1 1 1 1 1 1 1 0 1 1 0.000495672
66 8797 511 0 0 1 1 0 1 1 1 0 1 0.000302063
67 7170 376 1 1 0 0 0 0 1 1 1 1 0.000381289
68 2630 77 0 0 0 1 0 0 1 0 0 0 0.000472582
69 3468 43 0 0 1 0 0 1 1 0 0 0 0.000460168
70 8535 526 0 0 1 1 1 0 0 0 1 0 0.000553132
71 9722 699 0 0 1 1 1 1 1 1 0 1 0.00040676
72 10315 760 1 1 1 0 1 1 1 1 1 0 0.000616762
73 10006 395 1 1 0 1 0 1 1 0 1 0 0.00039804
74 8326 660 0 1 0 0 1 0 0 1 0 1 0.000551935
75 12257 607 1 1 1 0 0 1 1 1 1 0 0.000841618
76 2463 156 0 0 0 0 0 1 0 1 0 0 0.000459207
77 11961 872 1 1 0 1 1 1 0 1 1 0 0.000423657
78 10412 570 1 0 1 1 1 1 1 0 1 0 0.000467309
79 4241 172 0 0 0 1 1 1 1 0 0 0 0.000463983
80 13345 724 1 1 1 1 0 0 1 1 1 0 0.000355222
81 12922 831 1 1 1 1 1 1 0 1 0 1 0.000450872
82 7289 368 0 1 0 1 0 1 0 1 1 0 0.000712238
83 10500 1001 1 1 1 1 1 0 1 0 1 1 0.000371004
84 7059 324 1 0 0 0 0 0 1 1 1 1 0.000468928
85 15312 680 0 1 1 1 0 1 1 1 1 1 0.000379311
86 7906 1209 1 1 1 1 0 1 1 1 1 1 0.000462342
87 10836 676 0 1 0 1 1 0 1 1 1 1 0.000481712
88 9606 834 0 1 1 0 1 1 1 1 0 0 0.000601422
89 5474 192 1 1 0 0 0 0 1 1 0 0 0.000639331
90 1976 95 0 0 0 0 0 1 0 0 0 0 0.000597044
91 9323 1016 1 1 0 1 0 1 1 1 0 1 0.000440424
92 14950 815 1 1 0 1 0 1 1 1 1 1 0.000423378
93 4739 278 0 1 1 0 0 0 0 1 0 0 0.000391414
94 8644 1100 1 0 1 1 1 1 0 1 1 1 0.000423803
95 10485 616 1 1 1 1 0 1 0 1 1 0 0.000536929
96 4593 260 1 0 0 1 0 0 0 1 0 0 0.000480884
97 5707 262 0 1 1 1 0 0 0 0 0 1 0.000430578
98 12683 768 0 1 0 1 1 1 0 1 1 1 0.000426211
99 10922 1084 1 1 1 1 0 1 1 1 1 1 0.000456583
100 7660 476 0 0 1 0 0 0 1 1 1 1 0.000469469
101 5035 325 1 0 1 0 0 0 1 0 0 0 0.000475106
102 9901 890 0 1 1 1 1 1 1 1 0 1 0.000327963
103 2332 1 0 0 1 0 0 0 0 0 0 0 0.000403906
104 6818 431 1 0 1 0 1 0 0 0 1 1 0.00045435
105 6875 379 0 1 1 0 0 0 1 1 1 0 0.000451614
106 8847 621 1 0 1 1 0 0 1 0 0 1 0.000499254
107 3558 115 0 1 1 0 0 0 1 0 0 0 0.000514981
108 10068 902 1 1 1 1 0 0 0 1 1 1 0.000533403
109 8848 177 0 1 0 0 1 1 1 0 0 0 0.000465237
110 4015 206 1 0 0 0 0 0 0 0 1 0 0.000526066
111 7388 564 1 0 0 0 1 1 1 0 0 1 0.00041117
112 13610 838 0 1 1 1 1 1 1 0 1 1 0.000449728
113 11426 1179 1 1 1 0 1 1 1 1 1 1 0.000366516
114 5131 391 1 1 0 0 0 0 0 1 1 0 0.000432513
115 2686 104 0 0 0 0 0 1 0 1 0 0 0.000370826
116 9601 717 1 1 1 1 1 0 0 0 1 0 0.000516135
117 4452 302 0 1 0 0 0 0 0 1 1 0 0.000618352
118 7322 400 1 0 0 1 1 1 1 0 0 0 0.000430988
119 10783 1136 1 1 1 1 1 0 1 1 1 1 0.000511855
120 10382 863 1 1 0 0 1 1 1 0 1 1 0.000540613
