1 18714 1294 1 1 0 1 1 1 0 0 1 0 1 1 0 1 1 1 1 0 1 1 0 1 1.128442621
2 18216 550 1 1 0 0 1 0 0 0 1 1 1 1 0 0 0 1 0 1 0 0 0 0 1.107363339
3 25069 1778 1 1 1 0 0 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 0 1.147587212
4 28721 2019 1 0 0 0 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 0 1 1 1.174704486
5 26578 1928 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 0 1.20250078
6 27268 2428 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1.113631906
7 14610 436 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 1 0 1.119688867
8 21615 1072 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 0 0 1 0 0 1 0 1.178511992
9 26749 1823 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1.15065944
10 17445 683 1 1 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 0 1 1 1 1 1.132766248
11 29721 1904 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.162905928
12 21787 1321 0 1 1 1 0 1 0 0 1 0 1 1 1 1 1 0 1 0 0 0 1 1 1.194720269
13 31767 1777 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1.138340549
14 29608 2337 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1.1536289499999999
15 21241 1578 1 0 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1.136416579
16 14981 799 0 0 1 1 1 0 0 1 1 0 1 0 1 0 0 1 0 0 0 0 1 0 1.127859456
17 25923 1883 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1.158404024
18 25078 1366 1 1 0 0 1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1.161879846
19 28140 2525 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1.103838589
20 1936 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1.160562552
21 22879 1058 0 0 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 0 0 1 0 0 1.147354661
22 10567 307 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 1 1 1.093499716
23 28931 2389 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1.196303452
24 23023 1046 1 0 1 1 1 1 1 1 0 0 1 0 1 1 0 0 0 1 0 1 1 0 1.117431313
25 26441 1804 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 0 1 1.13294998
26 32125 2408 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.135663513
27 25301 2211 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.099332512
28 25892 2611 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1.150737829
29 1393 14 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1.16236809
30 22400 2060 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1.2067771999999999
31 13057 993 1 0 1 1 0 0 0 0 0 0 0 1 0 1 0 1 1 0 1 1 0 0 1.149359477
32 15844 1624 1 0 0 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 0 1.12769298
33 14168 573 1 0 0 1 1 0 1 0 0 0 1 0 0 1 1 0 0 0 1 1 1 0 1.152790901
34 18157 1275 0 1 1 0 0 1 0 1 1 1 1 1 0 0 0 0 1 1 0 0 1 0 1.142407684
35 28982 1331 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1.106931953
36 22748 1929 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1.157288649
37 23719 2385 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.13021584
38 27843 2460 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1.153938353
39 23422 2106 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1.156779016
40 20599 1739 1 1 1 1 1 1 0 0 1 0 0 1 0 1 1 1 1 1 1 0 0 1 1.134416496
41 20735 834 1 1 1 0 1 0 0 1 0 0 1 1 0 0 1 1 0 1 1 0 0 0 1.102758558
42 5144 234 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1.121844238
43 7300 291 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1.175540897
44 22191 1512 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 0 0 1 1 0 0 1.14315533
45 21476 1314 1 0 1 0 1 0 1 0 0 1 1 1 1 0 0 1 1 0 1 1 1 1 1.177179991
46 26974 1285 1 1 1 1 0 1 0 1 0 1 1 1 1 1 0 1 1 0 1 0 1 1 1.155335797
47 28041 2545 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1.144634912
48 8100 383 0 1 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1.1698876440000001
49 15847 776 1 1 1 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1.141428652
50 21850 1272 1 0 1 1 0 0 1 0 0 1 1 1 1 1 0 1 0 0 1 1 0 1 1.142392643
51 909 5 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.125078489
52 18016 924 0 0 0 0 0 1 1 0 1 1 1 1 0 1 0 1 1 1 0 1 0 1 1.14751687
53 22067 1553 0 0 1 1 0 1 0 0 1 0 1 1 0 1 1 0 0 1 1 1 1 1 1.15953818
54 18122 1182 0 1 0 1 1 0 1 1 0 0 0 0 1 1 0 1 1 1 1 1 0 0 1.107473252
55 22122 1553 1 1 1 1 1 0 1 0 0 0 1 1 0 1 1 1 0 1 0 0 1 1 1.121727348
56 25964 1771 0 1 1 0 1 0 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1.159999651
57 22796 2234 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.165962334
58 20241 1094 1 0 1 1 0 1 0 1 1 1 1 0 1 1 0 0 0 1 1 0 1 0 1.125564907
59 21970 1264 0 0 1 1 1 0 1 0 1 1 0 1 1 0 0 0 1 1 1 1 1 0 1.176678544
60 2753 76 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1.121340616
61 27326 2105 0 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 0 1 1 1 0 1 1.149084592
62 19488 603 1 0 1 0 0 0 1 1 0 1 0 1 0 1 0 0 1 0 1 1 0 0 1.132581501
63 28392 1825 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1.148798197
64 24617 1766 1 1 1 1 1 1 0 0 1 0 1 1 1 0 1 1 1 1 1 0 0 1 1.126202506
65 23104 1487 1 1 1 1 0 1 0 0 0 1 0 1 1 0 1 0 1 1 1 1 1 0 1.108651187
66 24095 1777 1 0 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1.115513503
67 23209 1746 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 1 0 1 1 1 1 1 1.1114591090000001
68 14710 1346 0 1 0 0 1 1 1 0 1 0 0 1 1 0 0 1 0 1 0 0 1 0 1.120176138
69 18239 1402 0 1 1 0 1 1 0 1 1 0 0 0 1 0 1 1 1 0 1 1 0 1 1.151504679
70 20894 885 0 1 1 1 0 0 1 0 1 0 1 0 0 1 0 0 1 1 0 1 0 1 1.126894171
71 15148 1449 1 0 1 0 0 1 1 1 1 1 0 0 0 1 0 1 0 0 0 0 1 1 1.147697056
72 18279 831 1 1 0 0 0 0 0 1 0 1 0 0 1 1 0 1 0 1 1 1 1 1 1.123085633
73 27969 1733 0 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1.119790758
74 17084 779 1 0 0 1 0 0 0 1 1 1 0 0 1 1 1 0 1 1 0 1 0 0 1.140031718
75 6161 128 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1.152514722
76 19058 1183 1 0 1 1 0 1 1 1 0 1 1 0 1 0 0 1 1 0 0 1 1 1 1.110077059
77 25850 2427 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1.174683066
78 26607 2722 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1.090915099
79 10534 350 0 0 0 0 0 1 1 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 1.125419785
80 25700 1664 1 1 1 0 1 0 0 1 1 1 1 1 1 1 0 1 1 0 0 1 0 1 1.1486831849999999
81 19069 870 1 1 0 0 1 1 0 0 1 1 0 0 0 0 1 1 1 0 1 0 0 1 1.114646497
82 20571 2244 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1.20049416
83 11944 443 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 1 0 0 0 0 1.171776349
84 33484 2644 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1.132067073
85 29758 2258 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1.149899494
86 28025 2265 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1.094953008
87 22493 2232 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1.14437012
88 29281 2353 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1.091821348
89 21055 1910 1 1 1 1 1 1 0 1 1 0 1 1 1 0 0 0 1 1 1 1 1 0 1.17667677
90 12057 381 1 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1.171016523
91 24171 2208 1 1 1 1 1 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1.16336216
92 23693 2259 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1.110272018
93 21521 1530 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 0 1 1 0 1 1 1.112680895
94 15596 782 1 1 0 1 1 0 0 1 1 0 0 1 1 0 0 0 1 0 1 0 0 0 1.1711982459999999
95 28153 2532 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.184935198
96 23771 1952 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1.153396281
97 10903 284 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 1.156333604
98 23280 888 1 1 0 1 0 0 1 1 0 1 0 1 0 0 1 1 1 0 1 1 1 0 1.169481254
99 19414 1390 1 1 1 0 0 0 1 0 1 1 1 1 1 1 1 1 0 1 0 1 0 0 1.131250055
100 25913 2541 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1.141993828
101 20243 1517 1 0 0 0 1 1 1 1 0 1 0 1 0 1 1 0 1 1 0 1 1 0 1.099929213
102 4719 133 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1.173505896
103 13678 693 0 1 1 0 1 0 1 1 0 0 0 0 1 0 0 1 1 0 1 0 0 1 1.109724654
104 23446 1849 0 0 1 0 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1.112346165
105 25411 929 1 1 0 1 0 1 0 1 0 0 0 1 1 0 1 0 1 1 1 1 1 1 1.144943276
